sample_id,native_frame,mapper_all_tp,mapper_all_fp,mapper_all_fn,mapper_all_tn,mapper_boundary_tp,mapper_boundary_fp,mapper_boundary_fn,mapper_boundary_tn,mapper_interior_tp,mapper_interior_fp,mapper_interior_fn,mapper_interior_tn,mapper_dilate_all_tp,mapper_dilate_all_fp,mapper_dilate_all_fn,mapper_dilate_all_tn,mapper_dilate_boundary_tp,mapper_dilate_boundary_fp,mapper_dilate_boundary_fn,mapper_dilate_boundary_tn,mapper_dilate_interior_tp,mapper_dilate_interior_fp,mapper_dilate_interior_fn,mapper_dilate_interior_tn,completion_all_tp,completion_all_fp,completion_all_fn,completion_all_tn,completion_boundary_tp,completion_boundary_fp,completion_boundary_fn,completion_boundary_tn,completion_interior_tp,completion_interior_fp,completion_interior_fn,completion_interior_tn
00754,4117,818,10308,15774,287011,295,1018,2806,38685,118,3372,2218,71312,2895,42492,13697,254827,871,4065,2230,35638,351,12208,1985,62476,6597,83279,9995,214040,2615,31605,486,8098,172,5286,2164,69398
00757,4132,682,4425,27905,490913,315,445,5206,21618,93,1092,8435,229128,3005,23986,25582,471352,913,1488,4608,20575,409,6262,8119,223958,10103,51223,18484,444115,4899,8460,622,13603,361,5515,8167,224705
00760,4147,294,2056,26323,483834,101,162,2832,17105,4,485,8004,258531,1650,12017,24967,473873,398,603,2535,16664,71,3158,7937,255858,7325,42662,19292,443228,2065,6654,868,10613,114,4880,7894,254136
00763,4162,589,3558,31075,550931,179,243,1944,16963,133,1073,12880,323334,2262,20078,29402,534411,504,781,1619,16425,505,6148,12508,318259,6259,28368,25405,526121,1280,5327,843,11879,445,4799,12568,319608
00766,4177,527,3152,35255,551188,257,475,3032,13131,0,330,13982,312714,2051,20030,33731,534310,749,1489,2540,12117,14,2948,13968,310096,7436,32680,28346,521660,2369,5343,920,8263,14,1376,13968,311668
00769,4192,517,3626,34751,484772,339,544,2603,15114,39,359,15434,270723,2258,22543,33010,465855,961,1446,1981,14212,236,3644,15237,267438,6386,25465,28882,462933,2123,4985,819,10673,81,1117,15392,269965
00772,4207,771,4308,33985,431933,445,575,2628,18165,66,447,15168,237620,2755,22396,32001,413845,969,1930,2104,16810,535,2849,14699,235218,7192,31018,27564,405223,2534,6814,539,11926,688,2749,14546,235318
00775,4222,1007,5925,35055,384411,204,621,2865,15579,248,1150,13246,198309,3874,33909,32188,356427,812,2490,2257,13710,807,7775,12687,191684,7132,33634,28930,356702,2522,5922,547,10278,374,2324,13120,197135
00778,4237,741,4248,37940,403923,210,469,3413,11919,142,750,13333,215031,3349,19763,35332,388408,806,2109,2817,10279,702,3939,12773,211842,9814,32689,28867,375482,3156,6140,467,6248,787,2137,12688,213644
00781,4252,1023,2238,36518,409047,82,111,1141,7208,264,514,16206,256134,3935,14689,33606,396596,305,620,918,6699,1272,5115,15198,251533,6051,11719,31490,399566,493,1409,730,5910,619,2579,15851,254069
00784,4267,964,4256,31477,388434,218,333,5356,29878,234,1137,6812,153470,3219,20834,29222,371856,812,1298,4762,28913,536,5702,6510,148905,12622,68833,19819,323857,4898,24033,676,6178,684,2672,6362,151935
00787,4282,1159,5033,32342,328175,171,257,4613,22735,214,2062,8051,132571,4457,25641,29044,307567,500,854,4284,22138,1099,10858,7166,123775,10498,52773,23003,280435,4238,15443,546,7549,331,3270,7934,131363
00790,4297,1876,7790,32770,290500,368,1650,5324,19021,496,1553,8361,109337,5998,35887,28648,262403,1024,3835,4668,16836,1371,9056,7486,101834,13223,53606,21423,244684,5404,14246,288,6425,586,1946,8271,108944
00793,4312,2529,9908,34527,276839,427,1203,5657,16857,474,1752,8170,92337,6666,32880,30390,253867,942,2765,5142,15295,1643,7508,7001,86581,17057,51458,19999,235289,5774,13018,310,5042,1114,2962,7530,91127
00796,4327,1604,7063,34550,291439,326,705,2104,6502,323,1946,12463,174383,5385,23899,30769,274603,828,1578,1602,5629,1436,6700,11350,169629,8860,19713,27294,278789,2157,2117,273,5090,567,2431,12219,173898
00799,4342,774,4232,30151,325502,210,349,1109,7720,189,909,13446,218476,3345,19682,27580,310052,557,1389,762,6680,845,4529,12790,214856,5995,19481,24930,310253,1063,1334,256,6735,965,5216,12670,214169
00802,4357,723,3042,26313,354126,265,301,2306,10250,125,899,8638,224253,2880,15502,24156,341666,802,1103,1769,9448,364,4781,8399,220371,7046,26918,19990,330250,2149,3910,422,6641,382,4460,8381,220692
00805,4372,1212,4715,19891,364738,475,600,1231,10500,25,566,6854,242614,3217,20249,17886,349204,803,1502,903,9598,131,4208,6748,238972,6534,29993,14569,339460,1275,4485,431,6615,226,5895,6653,237285
00808,4387,640,1693,16090,331328,118,263,890,11843,48,644,5708,207420,2954,11478,13776,321543,342,849,666,11257,258,4095,5498,203969,5875,29265,10855,303756,390,1922,618,10184,516,12202,5240,195862
00811,4499,4076,26178,33288,335445,386,678,3768,17491,946,11266,10216,150640,12451,98129,24913,263494,941,2443,3213,15726,3456,42490,7706,119416,12813,70819,24551,290804,3810,10951,344,7218,987,13451,10175,148455
00814,4514,4204,22855,36555,370781,405,1225,1935,11721,718,6587,14551,200675,12318,92367,28441,301269,823,3392,1517,9554,3089,36663,12180,170599,8968,36651,31791,356985,1103,5961,1237,6985,876,6700,14393,200562
00817,4529,3844,22080,35788,419734,487,1313,2783,15701,844,7730,13587,215153,13252,90520,26380,351294,1204,3676,2066,13338,3555,36287,10876,186596,9639,47045,29993,394769,2713,9265,557,7749,1101,7763,13330,215120
00820,4544,2363,12318,33370,422208,303,1115,4545,24553,763,4714,8246,192214,8989,60117,26744,374409,1372,4509,3476,21159,2472,20321,6537,176607,10859,60880,24874,373646,3569,20560,1279,5108,956,4771,8053,192157
00823,4559,2300,8258,35370,433094,552,544,3587,13259,577,2215,12590,234212,7128,46237,30542,395115,1586,1890,2553,11913,1476,14451,11691,221976,8497,34138,29173,407214,3197,6081,942,7722,569,2242,12598,234185
00826,4574,2106,6422,37178,462026,388,269,1601,16843,473,2177,16010,256637,5674,30823,33610,437625,722,971,1267,16141,1504,11686,14979,247128,7083,23808,32201,444640,1271,4618,718,12494,486,3127,15997,255687
00829,4589,2497,15174,37322,484776,463,1197,3301,18217,402,3627,14312,262300,9086,67576,30733,432374,1099,3201,2665,16213,2206,20422,12508,245505,9340,44559,30479,455391,2685,9576,1079,9838,492,3950,14222,261977
00832,4604,867,6540,38928,546885,260,180,2462,12472,114,3018,15017,325742,3450,32366,36345,521059,936,816,1786,11836,572,13717,14559,315043,8545,27584,31250,525841,1743,3710,979,8942,400,5276,14731,323484
00835,4619,1089,5929,33783,530923,222,131,2050,16963,107,1367,13446,302642,4594,33198,30278,503654,851,608,1421,16486,440,9312,13113,294697,6602,33346,28270,503506,1303,7190,969,9904,594,5271,12959,298738
00838,4634,778,2972,25951,444270,601,79,2496,16152,0,867,8806,239532,2828,18514,23901,428728,1278,432,1819,15799,29,5141,8777,235258,6173,21902,20556,425340,1953,7048,1144,9183,635,3152,8171,237247
00841,4649,1233,14477,26879,394592,345,773,2838,20700,164,3572,8743,198497,4818,64671,23294,344398,959,2706,2224,18767,914,20898,7993,181171,6154,37476,21958,371593,2116,10217,1067,11256,423,4113,8484,197956
00844,4664,667,4540,38872,460991,62,233,3176,26017,168,1963,13761,224693,3566,25743,35973,439788,281,1273,2957,24977,981,11462,12948,215194,7304,50752,32235,414779,2668,17355,570,8895,274,4239,13655,222417
00847,4679,1708,15507,39218,540697,418,1592,5267,44859,274,4219,11981,234285,6413,59835,34513,496369,1072,4135,4613,42316,1604,21652,10651,216852,13712,104826,27214,451378,5278,39087,407,7364,698,6429,11557,232075
00850,4694,1159,9331,42043,644614,288,530,5967,39278,177,3780,12231,300608,5834,46157,37368,607788,890,1584,5365,38224,1407,20321,11001,284067,14002,95003,29200,558942,5555,30850,700,8958,379,7276,12029,297112
00853,4709,755,5959,40238,594803,353,428,7674,40156,4,1314,10381,269836,2691,28084,38302,572678,844,1661,7183,38923,254,7359,10131,263791,16254,98715,24739,502047,7410,29329,617,11255,534,7838,9851,263312
00856,4724,807,7071,41087,555954,252,441,4041,18972,88,1810,14122,292705,2603,27475,39291,535550,666,1211,3627,18202,455,8281,13755,286234,11800,55506,30094,507519,3652,9135,641,10278,259,5267,13951,289248
00859,4739,436,4718,37114,440912,186,318,5103,23466,72,1593,12493,211208,1731,24376,35819,421254,507,1424,4782,22360,318,7445,12247,205356,9109,63325,28441,382305,4764,15355,525,8429,105,2768,12460,210033
00862,4754,611,4266,43251,434251,273,265,5234,21371,148,966,14828,219449,2664,22639,41198,415878,933,1334,4574,20302,710,5513,14266,214902,11161,51885,32701,386632,4479,13994,1028,7642,484,4455,14492,215960
00865,4769,561,5299,35561,387098,114,166,5644,21875,158,889,10677,190387,3138,23014,32984,369383,812,873,4946,21168,546,5920,10289,185356,12229,52074,23893,340323,5189,15775,569,6266,688,4350,10147,186926
00868,4784,778,3191,35136,370197,231,258,5640,24922,64,888,10033,175324,2880,13806,33034,359582,677,944,5194,24236,441,3345,9656,172867,13212,57141,22702,316247,5397,19857,474,5323,703,3000,9394,173212
00871,4799,296,632,40859,414702,69,49,6657,16163,121,223,12492,208736,2059,4455,39096,410879,330,285,6396,15927,601,1415,12012,207544,12484,30335,28671,384999,6324,8626,402,7586,622,2049,11991,206910
00874,4814,1096,6646,33333,433910,204,600,6600,31766,124,1374,8931,189025,3927,24708,30502,415848,1136,1592,5668,30774,686,7184,8369,183215,13335,77824,21094,362732,6464,27263,340,5103,447,3040,8608,187359
00877,4829,1260,3336,37889,458078,361,422,3479,15460,99,467,13487,247031,4473,20002,34676,441412,878,1488,2962,14394,628,3373,12958,244125,11912,41319,27237,420095,3432,9561,408,6321,456,2959,13130,244539
00880,4844,1322,4325,35937,429476,261,536,4408,21306,453,553,12639,204727,4340,25617,32919,408184,1205,2312,3464,19530,888,3998,12204,201282,9728,48531,27531,385270,3791,15552,878,6290,556,1335,12536,203945
00883,4859,706,11743,35754,380945,241,965,3014,14442,151,2687,13467,194368,3168,48783,33292,343905,910,4046,2345,11361,656,11997,12962,185058,8442,45099,28018,347589,2835,10310,420,5097,383,4364,13235,192691
00886,4874,685,4954,36136,369124,224,657,2615,10139,132,823,12249,199669,3147,23542,33674,350536,598,2151,2241,8645,691,4362,11690,196130,8732,30874,28089,343204,2420,6896,419,3900,269,1712,12112,198780
00889,4889,1534,7402,34426,324446,496,469,1908,7896,203,2260,12164,191999,5208,35767,30752,296081,1232,1765,1172,6600,1006,12027,11361,182232,8363,21409,27597,310439,1827,2818,577,5547,637,3682,11730,190577
00892,4904,1226,7641,35261,294732,327,867,1161,6078,183,2205,14263,181354,4553,34643,31934,267730,748,1959,740,4986,841,13278,13605,170281,7362,20004,29125,282369,1109,2745,379,4200,748,4190,13698,179369
00895,4919,1339,6505,33147,304209,444,896,1454,10641,158,1361,13482,165192,3841,27249,30645,283465,895,1922,1003,9615,662,7138,12978,159415,6753,26654,27733,284060,1756,6883,142,4654,160,1510,13480,165043
00898,4934,963,2950,31510,280811,312,272,2145,12613,100,400,10890,142979,3852,17080,28621,266681,1103,1253,1354,11632,548,2671,10442,140708,9169,33812,23304,249949,2052,8299,405,4586,739,2954,10251,140425
00901,4949,1048,6124,29418,298191,450,450,1526,15695,81,1857,13287,158745,2925,23738,27541,280577,710,1269,1266,14876,300,8887,13068,151715,5388,35975,25078,268340,1415,9904,561,6241,392,6695,12976,153907
00904,4964,713,3437,28990,354973,141,295,1563,14122,107,888,12826,200020,2306,16319,27397,342091,344,1048,1360,13369,544,4122,12389,196786,5683,21865,24020,336545,992,4910,712,9507,732,4248,12201,196660
00907,4979,648,4303,30966,414470,72,254,1680,13871,140,963,13517,229868,2767,18867,28847,399906,410,891,1342,13234,744,5731,12913,225100,4810,23726,26804,395047,1171,5072,581,9053,891,4345,12766,226486
00910,4994,714,1024,29163,483727,159,203,1522,11620,38,32,11703,297628,2629,7638,27248,477113,388,540,1293,11283,383,1142,11358,296518,4622,16287,25255,468464,1032,4378,649,7445,435,2226,11306,295434
00913,5009,708,1698,27625,451836,169,160,1484,13714,86,167,10706,269352,2647,11677,25686,441857,429,619,1224,13255,463,2589,10329,266930,5699,26567,22634,426967,1234,7650,419,6224,307,2632,10485,266887
00916,5024,907,7256,26566,394395,275,768,2018,16568,25,2483,9499,218851,3853,33073,23620,368578,849,2451,1444,14885,339,11104,9185,210230,7573,45257,19900,356394,1830,11058,463,6278,264,8341,9260,212993
00919,5039,1645,16611,26711,273247,431,672,1494,8763,178,4296,11892,162242,6617,68505,21739,221353,1289,2597,636,6838,1337,22857,10733,143681,7377,42750,20979,247108,1709,5257,216,4178,295,9802,11775,156736
00922,5054,823,5801,24384,238777,124,598,2014,15656,248,1464,10155,113875,3042,25394,22165,219184,572,2731,1566,13523,805,6687,9598,108652,6142,27979,19065,216599,1896,9647,242,6607,659,1916,9744,113423
00925,5069,220,1543,29374,359344,84,149,2457,19094,10,175,11699,171311,1219,8329,28375,352558,500,452,2041,18791,90,1412,11619,170074,7798,37789,21796,323098,2031,11998,510,7245,891,3203,10818,168283
00928,5084,596,7502,26491,417945,58,148,2673,24022,217,2644,10195,205065,2669,26680,24418,398767,427,864,2304,23306,870,9004,9542,198705,5748,41700,21339,383747,1765,14378,966,9792,566,3172,9846,204537
00931,5099,883,6267,31186,499913,395,646,3046,37962,80,486,11936,241407,2974,24243,29095,481937,1143,3267,2298,35341,295,2354,11721,239539,6047,48786,26022,457394,2529,25707,912,12901,412,1323,11604,240570
00934,5114,540,14324,33011,539994,309,482,3785,44610,0,5784,13046,236555,1765,52652,31786,501666,692,1242,3402,43850,47,20607,12999,221732,6702,68086,26849,486232,2657,23353,1437,21739,937,12752,12109,229587
00937,5129,561,4491,34623,522299,364,745,1710,17841,12,332,16667,303283,1880,21890,33304,504900,692,2439,1382,16147,91,2721,16588,300894,5631,28857,29553,497933,1202,4893,872,13693,408,4614,16271,299001
00940,5144,495,3725,29597,474214,215,139,4592,33469,47,1587,9411,190776,2582,21071,27510,456868,730,818,4077,32790,309,8041,9149,184322,12570,105305,17522,372634,4193,24375,614,9233,1068,9451,8390,182912
00943,5159,1077,6764,24839,405370,276,333,3185,14822,95,1452,8455,201319,4136,30988,21780,381146,768,1420,2693,13735,614,7758,7936,195013,8222,39750,17694,372384,3022,7594,439,7561,212,2457,8338,200314
00946,5174,875,5292,24340,416333,170,208,2195,14783,127,2346,7962,239021,2863,25966,22352,395659,404,1084,1961,13907,437,10179,7652,231188,7593,41250,17622,380375,1975,7086,390,7905,1174,10937,6915,230430
00949,5189,369,3788,21669,376161,87,330,3160,26851,9,1168,5441,175240,2161,18430,19877,361519,565,1296,2682,25885,199,5435,5251,170973,8071,49416,13967,330533,2852,18916,395,8265,729,3483,4721,172925
00952,5204,373,5217,25846,387393,123,205,1647,11569,4,2237,8332,213447,2390,25385,23829,367225,510,944,1260,10830,105,11583,8231,204101,6272,31127,19947,361483,1343,974,427,10800,354,11665,7982,204019
00955,5219,648,4110,29779,475054,183,249,2387,19604,42,1461,10054,233005,2723,20762,27704,458402,549,868,2021,18985,399,7143,9697,227323,9286,41583,21141,437581,2150,11316,420,8537,471,2851,9625,231615
00958,5234,891,7313,35726,498376,208,496,2312,20359,269,1952,14381,255782,3610,34623,33007,471066,664,1695,1856,19160,977,11155,13673,246579,9122,47318,27495,458371,1914,13585,606,7270,826,3450,13824,254284
00961,5249,368,6646,35288,442868,184,532,2381,21542,26,1382,15578,225830,2222,31893,33434,417621,994,3244,1571,18830,183,6347,15421,220865,5422,49424,30234,400090,1994,15116,571,6958,185,4587,15419,222625
00964,5264,1444,12262,34465,343177,105,274,2028,6078,350,3541,12673,188126,5986,53445,29923,301994,342,1095,1791,5257,1525,19047,11498,172620,10089,29533,25820,325906,1732,1920,401,4432,1165,6383,11858,185284
00967,5279,706,5147,32080,352262,109,516,2777,8591,89,2047,9489,189058,3730,26412,29056,330997,466,1308,2420,7799,677,10023,8901,181082,10519,37187,22267,320222,2480,4433,406,4674,1059,5278,8519,185827
00970,5294,682,6577,32119,325393,153,258,1480,8555,175,2532,12517,184930,3293,30764,29508,301206,471,975,1162,7838,932,11965,11760,175497,8306,17863,24495,314107,1059,1903,574,6910,1285,3103,11407,184359
00973,5309,1084,7794,29048,362050,403,708,2187,12781,131,2823,11188,180472,4015,33048,26117,336796,1049,2083,1541,11406,597,12292,10722,171003,7894,27874,22238,341970,1974,5039,616,8450,981,7753,10338,175542
00976,5324,789,2769,36711,423045,93,236,1254,12687,208,975,15169,243079,3167,15133,34333,410681,360,781,987,12142,790,5202,14587,238852,6146,15686,31354,410128,724,3084,623,9839,1015,3358,14362,240696
00979,5339,415,3199,41585,476822,94,64,1246,12318,5,1334,16682,299015,1763,17985,40237,462036,308,334,1032,12048,142,7358,16545,292991,7101,14697,34899,465324,517,763,823,11619,1650,5366,15037,294983
00982,5354,715,4252,41102,531348,179,888,4597,20117,90,1000,13383,280435,3177,20171,38640,515429,421,1832,4355,19173,590,6278,12883,275157,12965,75692,28852,459908,4071,11351,705,9654,600,5434,12873,276001
00985,5369,591,1843,32486,519099,211,340,4579,37085,40,292,9860,209903,2303,10893,30774,510049,548,971,4242,36454,170,2192,9730,208003,13526,111510,19551,409432,4197,29097,593,8328,439,8280,9461,201915
00988,5384,1015,5023,25701,464467,415,359,4421,40865,9,552,7397,177422,3218,24611,23498,444879,1011,1571,3825,39653,84,4306,7322,173668,9288,88411,17428,381079,4219,34461,617,6763,158,4448,7248,173526
00991,5399,724,4021,24539,467900,292,283,4246,17536,50,944,7693,234319,2709,19925,22554,451996,1089,1582,3449,16237,302,5024,7441,230239,6548,34992,18715,436929,4038,10145,500,7674,135,2206,7608,233057
00994,5414,494,1266,22597,458914,311,254,3551,16221,67,341,5027,203477,1813,8096,21278,452084,818,757,3044,15718,197,1538,4897,202280,8493,43408,14598,416772,3409,8516,453,7959,446,5174,4648,198644
00997,5429,613,4725,18648,402128,202,541,2792,17771,11,381,5252,194002,1947,24179,17314,382674,637,1795,2357,16517,92,2871,5171,191512,6780,50304,12481,356549,2409,9647,585,8665,181,7513,5082,186870
01000,5444,775,14631,18977,338500,180,459,1794,12790,30,5582,5600,171037,3584,59180,16168,293951,592,2028,1382,11221,238,24797,5392,151822,5729,42767,14023,310364,1158,3457,816,9792,720,19179,4910,157440
01003,5704,1165,13126,37434,504748,123,197,8700,38945,526,11033,8980,169533,6334,55196,32265,462678,545,1053,8278,38089,2204,42885,7302,137681,17697,85540,20902,432334,8216,28698,607,10444,680,11822,8826,168744
01006,5719,3277,11180,34854,467677,360,1161,4291,22852,1069,5141,9643,211208,10573,54619,27558,424238,1030,3597,3621,20416,3215,24111,7497,192238,16750,60104,21381,418753,4132,13577,519,10436,1145,9875,9567,206474
01009,5734,2440,7898,35734,459001,193,676,1489,12365,877,2497,12701,279682,8809,40349,29365,426550,586,2161,1096,10880,2848,13551,10730,268628,8276,24934,29898,441965,978,2112,704,10929,981,7533,12597,274646
01012,5749,3298,28261,31683,410039,174,419,1645,14431,1371,18516,12470,243208,12103,125841,22878,312459,596,2003,1223,12847,4315,75610,9526,186114,7984,41827,26997,396473,962,3840,857,11010,1648,19491,12193,242233
01015,5764,2226,6622,27440,420463,254,315,910,19969,668,3302,13545,247727,7374,34309,22292,392776,545,1304,619,18980,2697,14955,11516,236074,5665,26317,24001,400768,858,9902,306,10382,720,5813,13493,245216
01018,5779,2806,15442,32031,382040,253,611,1070,11171,542,7231,15683,211653,10003,68736,24834,328746,662,1974,661,9808,2887,32145,13338,186739,5888,32524,28949,364958,770,4023,553,7759,613,8657,15612,210227
01021,5794,3352,34771,31145,341841,141,371,1202,6520,838,12789,14537,205543,11147,123868,23350,252744,619,1759,724,5132,3246,55855,12129,162477,7575,41048,26922,335564,805,1396,538,5495,1002,12325,14373,206007
01024,5809,4405,37866,30624,321093,373,1373,1773,7618,1381,18417,13942,175926,14206,131697,20823,227262,1067,4279,1079,4712,4752,61592,10571,132751,12006,58566,23023,300393,1856,3215,290,5776,1462,18022,13861,176321
01027,5824,3529,40777,34410,351109,346,932,4240,13431,1367,18906,12344,172233,14611,178221,23328,213665,1481,3684,3105,10679,5163,81871,8548,109268,12282,83198,25657,308688,4146,6875,440,7488,1532,17812,12179,173327
01030,5839,3419,31143,35503,465505,136,185,2195,16194,1219,16683,14118,254342,12924,137232,25998,359416,590,1426,1741,14953,4380,74114,10957,196911,10373,60345,28549,436303,1716,7955,615,8424,1378,16893,13959,254132
01033,5854,2045,38749,35822,503486,145,512,2736,20176,701,22128,13007,259546,9884,168850,27983,373385,663,2210,2218,18478,3223,92432,10485,189242,9417,76042,28450,466193,2373,13333,508,7355,831,22451,12877,259223
01036,5869,2240,41068,27898,469237,432,1643,1240,22357,754,23302,11421,225971,7398,169331,22740,340974,713,5553,959,18447,2766,95928,9409,153345,6266,69930,23872,440375,1378,12555,294,11445,821,23935,11354,225338
01039,5884,2555,37747,23279,400859,151,764,1585,14119,885,21482,7589,224301,9095,155348,16739,283258,567,3088,1169,11795,3205,89842,5269,155941,6982,60061,18852,378545,1252,5044,484,9839,832,23441,7642,222342
01042,5899,1761,26777,25372,436395,136,302,1157,13481,748,22146,8421,256792,6578,104478,20555,358694,446,1349,847,12434,2761,82573,6408,196365,5796,41926,21337,421246,866,4793,427,8990,827,26416,8342,252522
01045,5914,210,855,32995,470763,43,28,3510,29091,51,388,11218,218244,1518,5587,31687,466031,107,75,3446,29044,300,2681,10969,215951,9249,49054,23956,422564,2959,15833,594,13286,488,2271,10781,216361
01048,5929,1268,10606,39087,612255,149,444,2084,21081,247,4080,14358,327917,5110,51619,35245,571242,377,1853,1856,19672,1317,19655,13288,312342,6910,36396,33445,586465,1635,9717,598,11808,319,4316,14286,327681
01051,5944,1244,10060,39906,600493,41,352,3358,19863,415,3782,15289,325999,5264,55298,35886,555255,326,1147,3073,19068,1871,24001,13833,305780,10414,46544,30736,564009,2855,12789,544,7426,478,4086,15226,325695
01054,5959,464,4056,29390,499937,98,338,5045,32982,73,1997,10280,232060,2314,28209,27540,475784,341,1332,4802,31988,461,12956,9892,221101,8593,65221,21261,438772,4676,23152,467,10168,94,2486,10259,231571
01057,5974,1041,8291,32507,393564,284,473,2651,12793,165,3301,12971,228457,4790,38965,28758,362890,1000,1401,1935,11865,871,17054,12265,214704,7326,30339,26222,371516,2550,7262,385,6004,171,3531,12965,228227
01060,5989,1150,9155,34510,421120,372,1321,2527,16163,107,2303,14563,236829,4503,44505,31157,385770,1302,4888,1597,12596,598,12109,14072,227023,7626,38536,28034,391739,2389,10184,510,7300,323,3727,14347,235405
01063,6004,851,4717,37112,476215,175,400,3034,27241,172,1207,16359,254797,3040,22260,34923,458672,605,1873,2604,25768,592,6194,15939,249810,7310,42945,30653,437987,2620,21263,589,6378,509,3398,16022,252606
01066,6019,717,1345,37956,483826,89,168,2563,25232,16,691,17324,271843,2998,10315,35675,474856,468,921,2184,24479,352,3613,16988,268921,5849,24109,32824,461062,1532,12332,1120,13068,942,3195,16398,269339
01069,6034,1233,7801,31258,436051,269,783,2498,11756,52,939,13649,250570,4738,38049,27753,405803,1110,2674,1657,9865,434,7144,13267,244365,5572,19941,26919,423911,1933,5870,834,6669,75,956,13626,250553
01072,6049,603,1862,36308,397401,112,58,1873,23646,131,710,19735,193725,2539,10007,34372,389256,212,110,1773,23594,743,3901,19123,190534,6091,23550,30820,375713,901,6066,1084,17638,2056,8255,17810,186180
01075,6064,1082,9738,24207,279459,93,214,3468,32163,191,5211,6440,98109,4063,37864,21226,251333,444,1278,3117,31099,679,18326,5952,84994,9655,70887,15634,218310,3397,29380,164,2997,556,7248,6075,96072
01078,6079,1449,8036,37793,372192,617,907,5184,20824,142,2435,12158,174320,5228,36474,34014,343754,1876,1978,3925,19753,590,11593,11710,165162,13540,48452,25702,331776,5179,15106,622,6625,487,3645,11813,173110
01081,6094,631,4324,36693,392951,76,100,5544,24878,127,1484,10716,181962,2674,23441,34650,373834,418,666,5202,24312,341,8235,10502,175211,13452,64249,23872,333026,5050,19197,570,5781,375,6032,10468,177414
01084,6109,954,3920,28753,305780,162,215,3081,18035,208,910,9721,147107,3643,20192,26064,289508,535,867,2708,17383,1119,5342,8810,142675,10150,38947,19557,270753,3055,12417,188,5833,1147,2574,8782,145443
01087,6124,674,2074,24177,273062,236,209,2308,14644,10,375,8971,147380,2926,11111,21925,264025,745,887,1799,13966,325,2144,8656,145611,8537,38878,16314,236258,2317,11118,227,3735,1020,5540,7961,142215
01090,6139,482,3984,24459,274469,184,550,4114,27513,92,1105,5074,89373,2526,18144,22415,260309,608,2120,3690,25943,483,4633,4683,85845,12642,79226,12299,199227,3845,21126,453,6937,1059,8124,4107,82354
01093,6154,2305,8111,33216,251801,189,767,1420,5578,612,1898,17715,153398,7039,31537,28482,228375,674,2091,935,4254,2150,9171,16177,146125,5692,16537,29829,243375,990,2269,619,4076,983,3199,17344,152097
01096,6169,891,5926,33563,286880,217,279,1687,10182,162,1254,17499,166646,4739,28105,29715,264701,860,1631,1044,8830,1144,7485,16517,160415,3705,12412,30749,280394,1177,3486,727,6975,141,1176,17520,166724
01099,6184,1099,5335,34784,351293,109,355,1498,21590,277,2076,18716,183619,5503,29164,30380,327464,573,1234,1034,20711,1220,12556,17773,173139,3241,17487,32642,339141,684,5397,923,16548,339,3492,18654,182203
01102,6199,2138,6036,29361,497578,706,999,4773,37896,222,1358,7274,218714,6348,31915,25151,471699,1531,2655,3948,36240,780,9012,6716,211060,12203,83627,19296,419987,4730,29423,749,9472,416,2516,7080,217556
01105,6214,956,3824,29502,633600,118,275,2100,44441,53,609,10061,306727,3281,16714,27177,620710,337,1201,1881,43515,341,3835,9773,303501,7190,66618,23268,570806,1591,29820,627,14896,708,3554,9406,303782
01108,6229,856,2735,32814,785053,198,223,3657,61300,55,667,11103,376748,2614,16632,31056,771156,598,730,3257,60793,326,5115,10832,372300,8081,109651,25589,678137,2956,45505,899,16018,779,6091,10379,371324
01111,6244,242,1591,35172,869095,35,148,2934,64651,83,913,14403,433100,1760,9613,33654,861073,130,605,2839,64194,567,5138,13919,428875,6344,114170,29070,756516,2281,48266,688,16533,321,4798,14165,429215
01114,6259,613,3300,32558,807178,181,589,3015,67323,8,1220,11657,377714,1860,20028,31311,790450,429,2467,2767,65445,190,7292,11475,371642,7131,118102,26040,692376,2451,50055,745,17857,88,5018,11577,373916
01117,6274,653,2054,28717,804255,54,144,2785,68518,193,719,9178,380648,2359,12523,27011,793786,229,870,2610,67792,340,3876,9031,377491,5766,108637,23604,697672,1931,50738,908,17924,189,1108,9182,380259
01120,6289,987,7081,32211,773255,215,1082,2909,70083,133,1897,10298,349747,4056,30302,29142,750034,598,3103,2526,68062,899,8079,9532,343565,7907,128727,25291,651609,2321,53929,803,17236,347,4080,10084,347564
01123,6304,526,1769,34621,762102,184,299,3037,67057,0,548,11910,357374,1969,10890,33178,752981,569,1120,2652,66236,84,3415,11826,354507,7686,123406,27461,640465,2379,53133,842,14223,87,4088,11823,353834
01126,6319,678,3288,36124,750042,77,484,2939,65868,132,581,13018,338065,2711,16998,34091,736332,420,2057,2596,64295,455,3500,12695,335146,8526,116017,28276,637313,2448,51595,568,14757,269,2051,12881,336595
01129,6334,1084,5489,35180,796649,288,715,2906,63523,210,2423,12331,363409,3236,28063,33028,774075,609,2582,2585,61656,840,11022,11701,354810,9150,114353,27114,687785,2676,49101,518,15137,795,5161,11746,360671
01132,6349,653,8595,32563,823168,130,738,2600,68801,159,4370,13066,390858,2550,40032,30666,791731,510,2484,2220,67055,624,19440,12601,375788,5564,122221,27652,709542,1843,51019,887,18520,562,9219,12663,386009
