clip_id,historical_valid,corrected_valid,excluded_falsely_free
scene-0969_CAM_FRONT_0fa78a07_10540722,81222,81222,0
scene-0969_CAM_FRONT_89804ee2_863d4849,80993,80993,0
scene-0969_CAM_FRONT_e624c4c4_93d2488a,79995,79995,0
scene-0969_CAM_FRONT_12831494_6c101672,65259,65259,0
scene-0971_CAM_FRONT_45c4bd03_deefc567,57010,57010,0
scene-0971_CAM_FRONT_d95a0f0a_ec55283a,62809,62809,0
scene-0971_CAM_FRONT_0c9100bb_0b91ae54,59306,59306,0
scene-0971_CAM_FRONT_cb99af54_e5164edf,57718,57718,0
scene-0971_CAM_FRONT_d651efd7_bcb4f1b8,51588,51588,0
scene-0971_CAM_FRONT_2c167c01_e63daf85,53038,53038,0
scene-0972_CAM_FRONT_e80bfd61_c8151359,58220,58220,0
scene-0972_CAM_FRONT_6cd9c11f_dbaed053,63190,63190,0
scene-0972_CAM_FRONT_01c42b37_24d36d6c,64623,64623,0
scene-0972_CAM_FRONT_68d1a328_53bc14f0,69208,69208,0
scene-0972_CAM_FRONT_1241c106_98f5dd32,70101,70101,0
scene-0972_CAM_FRONT_7d8ff417_32acb4d3,51913,51913,0
scene-1059_CAM_FRONT_cb4504ed_fff51b00,58314,58314,0
scene-1059_CAM_FRONT_97d92ade_bdea805e,56443,56443,0
scene-1059_CAM_FRONT_a945d7d0_3aeb1dd2,51736,51736,0
scene-1059_CAM_FRONT_3f8c45e9_2ff6e2f9,41296,41296,0
scene-1059_CAM_FRONT_eb82a835_82f21b3a,32343,32343,0
scene-1059_CAM_FRONT_f8ac246e_31c4135d,30091,30091,0
scene-1060_CAM_FRONT_e74b8ce0_ffced1bc,47610,47610,0
scene-1060_CAM_FRONT_ce3718b3_6a572eb7,38072,38072,0
scene-1060_CAM_FRONT_2f51a63b_2fd7d4c5,50675,50675,0
scene-1060_CAM_FRONT_d6297a6f_8df260af,55099,55099,0
scene-1060_CAM_FRONT_e0e5ebc1_84eb0d49,31281,31281,0
scene-1060_CAM_FRONT_263f230e_fb43e7b6,25882,25882,0
scene-1061_CAM_FRONT_79f64892_331fa27d,25837,25837,0
scene-1061_CAM_FRONT_3eada6f4_9fa6e5f9,29932,29932,0
scene-1061_CAM_FRONT_f8de8186_f267aa43,46683,46683,0
scene-1061_CAM_FRONT_50e62add_8a75ea80,45094,45094,0
scene-1061_CAM_FRONT_bb4f3cfb_50f1c83c,33279,33279,0
scene-1061_CAM_FRONT_50e79730_01cf2593,27524,27524,0
scene-1062_CAM_FRONT_61789996_6b9a3650,28472,28472,0
scene-1062_CAM_FRONT_c6d18bda_e1b741c0,24965,24965,0
scene-1062_CAM_FRONT_cd1b9e25_4eed0329,34307,34307,0
scene-1062_CAM_FRONT_6582e6af_17d12b97,48980,48980,0
scene-1062_CAM_FRONT_e9550049_9a12dd12,40292,40292,0
scene-1062_CAM_FRONT_1d0ccce7_1a776100,27374,27374,0
scene-1063_CAM_FRONT_42c25025_7feaed03,50946,50946,0
scene-1063_CAM_FRONT_291a44ae_b615d1af,43084,43084,0
scene-1063_CAM_FRONT_01c3289b_e44b9739,41873,41873,0
scene-1063_CAM_FRONT_4c1be72a_23ef1630,47904,47904,0
scene-1063_CAM_FRONT_f291dbf1_65b000c4,52320,52320,0
scene-1063_CAM_FRONT_46cf544f_b8849fcd,45079,45079,0
scene-1064_CAM_FRONT_b62a484b_a354f386,91800,91800,0
scene-1064_CAM_FRONT_6a26b824_c8241756,83361,83361,0
scene-1064_CAM_FRONT_6f5c95dd_f722e39f,68659,68659,0
scene-1064_CAM_FRONT_b8057780_cce69223,69074,69074,0
scene-1064_CAM_FRONT_b1b4b2f5_3e8da1f9,71682,71682,0
scene-1064_CAM_FRONT_aef5b6d3_1fcc8d01,74470,74470,0
scene-1065_CAM_FRONT_dc2def2a_cc4e11ce,48616,48616,0
scene-1065_CAM_FRONT_32e623d9_f7a93963,45994,45994,0
scene-1065_CAM_FRONT_0acd18a2_f3fc850f,41852,41852,0
scene-1065_CAM_FRONT_d9288fbf_62c42fb6,43285,43285,0
scene-1065_CAM_FRONT_eb921f24_90c191b4,39201,39201,0
scene-1065_CAM_FRONT_41664d45_0b356d12,36838,36838,0
scene-1066_CAM_FRONT_21bb21c8_d15d80fd,49216,49216,0
scene-1066_CAM_FRONT_fc6ff393_99a4c956,52666,52666,0
scene-1066_CAM_FRONT_f0ad08f0_259ea3f1,52586,52586,0
scene-1066_CAM_FRONT_43b92f49_a36ddb26,47865,47865,0
scene-1066_CAM_FRONT_118f9c10_d23b0449,44710,44710,0
scene-1066_CAM_FRONT_33f8c4af_84324196,47782,47782,0
scene-1067_CAM_FRONT_b6a9d120_243788e0,65257,65257,0
scene-1067_CAM_FRONT_5f816fe1_6e1f02cb,72817,72817,0
scene-1067_CAM_FRONT_dd29902d_f975cc2c,66123,66123,0
scene-1067_CAM_FRONT_f9cb1bb0_c30d133f,47437,47437,0
scene-1067_CAM_FRONT_5cd3757b_165cc8e6,30897,30897,0
scene-1067_CAM_FRONT_08461b5c_c6749814,25143,25143,0
scene-1068_CAM_FRONT_2920a331_f634fd06,62394,62394,0
scene-1068_CAM_FRONT_23529e9b_7b0c6e14,62847,62847,0
scene-1068_CAM_FRONT_419069c2_e004cf11,65218,65218,0
scene-1068_CAM_FRONT_7bfe5634_8418f22e,65610,65610,0
scene-1068_CAM_FRONT_6a32a4b2_7c690197,56148,56148,0
scene-1068_CAM_FRONT_44963cfa_fcec74d8,39917,39917,0
scene-1069_CAM_FRONT_b58985f7_ae52c4af,60073,60073,0
scene-1069_CAM_FRONT_c7200859_ae8a5000,55365,55365,0
scene-1069_CAM_FRONT_f4550267_e75cb39a,42887,42887,0
scene-1069_CAM_FRONT_3af22799_f161848f,37839,37839,0
scene-1069_CAM_FRONT_cd422c2f_e7e97dc4,47888,47888,0
scene-1069_CAM_FRONT_3e8bbbf0_24dc629e,46577,46577,0
scene-1070_CAM_FRONT_23779301_bb88fe0c,48586,48586,0
scene-1070_CAM_FRONT_55b96b9a_11a46849,45734,45734,0
scene-1070_CAM_FRONT_1efc1f89_bb05f4d6,42797,42797,0
scene-1070_CAM_FRONT_c97eef4c_bc33987f,44550,44550,0
scene-1070_CAM_FRONT_918b8f22_c8c58d10,41803,41803,0
scene-1070_CAM_FRONT_22312396_f9c8bf23,52325,52325,0
scene-1071_CAM_FRONT_7e351605_e4f3ba86,50265,50265,0
scene-1071_CAM_FRONT_4afe649e_8ff61927,58227,58227,0
scene-1071_CAM_FRONT_d73837c9_b4128199,57142,57142,0
scene-1071_CAM_FRONT_f4a78e35_665d9302,58927,58927,0
scene-1071_CAM_FRONT_8cd233f6_f5fcaa58,63815,63815,0
scene-1071_CAM_FRONT_8e6c7f7a_8542f5f6,57827,57827,0
scene-1072_CAM_FRONT_f9ad282e_b6b30633,47694,47694,0
scene-1072_CAM_FRONT_99a58537_1229d8b0,50115,50115,0
scene-1072_CAM_FRONT_08cf9365_aa84c2a1,57758,57758,0
scene-1072_CAM_FRONT_031c0539_8a655468,59729,59729,0
scene-1072_CAM_FRONT_e780de70_53123cc5,61208,61208,0
scene-1072_CAM_FRONT_c81faf62_0ad9191b,54827,54827,0
scene-1073_CAM_FRONT_127c5ddf_ca68f036,44737,44737,0
scene-1073_CAM_FRONT_29ac0fcf_b0415129,43738,43738,0
scene-1073_CAM_FRONT_9bccf886_e44d74c6,42655,42655,0
scene-1073_CAM_FRONT_b85450b2_40fb1386,42416,42416,0
scene-1073_CAM_FRONT_3fa66f73_0f3fbd16,41068,41068,0
scene-1073_CAM_FRONT_1bfa473e_df9df601,42766,42766,0
